App,Package,Start Time,Duration,Filename
"<System>",,"Sep 3, 2013 @ 11:34:02 AM","4 min 27 sec","Trepn_2013.09.03_113402.db"

Time  [ms],"Percent Battery Remaining [%]",Time  [ms],"Battery Status",Time  [ms],"Battery Power [uW]",Time  [ms],"CPU Load [%]",Time  [ms],"Normalized CPU Load [%]",Time  [ms],"CPU0 - Frequency [kHz]",Time  [ms],"CPU1 - Frequency [kHz]",Time  [ms],"Application State",Description,
179608,24,179586,0,181856,0,181853,62,181852,25,181854,1512000,181848,1512000,180599,110,S-FacebookSession1,
179846,24,179836,0,181865,0,181863,50,181860,25,181863,1512000,181857,1512000,180842,110,S-FacebookSession1,
179860,24,179851,0,181930,0,181927,23,181925,10,181928,1026000,181918,1512000,180879,110,S-FacebookSession1,
179901,24,179892,0,182030,879632,182026,66,182024,27,182027,1026000,182019,1512000,180914,110,S-FacebookSession1,
180001,24,179994,0,182136,0,182133,28,182130,12,182133,1026000,182120,1512000,181013,110,S-FacebookSession1,
180102,24,180094,0,182232,0,182229,22,182226,9,182229,1026000,182220,1026000,181113,110,S-FacebookSession1,
180205,24,180195,0,182371,0,182368,22,182334,5,182369,1026000,182321,1026000,181216,110,S-FacebookSession1,
180317,24,180296,0,182433,0,182429,25,182427,13,182429,1026000,182422,1512000,181316,110,S-FacebookSession1,
180404,24,180396,0,182534,0,182531,52,182528,20,182532,1026000,182522,1026000,181417,110,S-FacebookSession1,
180504,24,180497,0,182636,0,182632,21,182629,5,182633,1026000,182623,1026000,181517,110,S-FacebookSession1,
180605,24,180597,0,182906,0,182880,67,182878,26,182904,1026000,182871,1512000,181617,110,S-FacebookSession1,
180848,24,180841,0,182917,0,182914,62,182912,30,182915,1026000,182907,1512000,181848,110,S-FacebookSession1,
180884,24,180879,0,182954,0,182950,42,182948,15,182951,1026000,182941,1026000,181857,110,S-FacebookSession1,
180919,24,180910,0,183059,520898,183055,65,183052,21,183056,1026000,183041,1026000,181919,110,S-FacebookSession1,
181020,24,181011,0,183165,0,183162,33,183159,11,183163,1026000,183141,1026000,182019,110,S-FacebookSession1,
181126,24,181111,0,183255,0,183252,42,183250,16,183253,1026000,183244,1026000,182120,110,S-FacebookSession1,
181222,24,181215,0,183373,0,183353,25,183350,6,183361,1026000,183344,1026000,182221,110,S-FacebookSession1,
181320,24,181315,0,183456,0,183453,26,183450,10,183454,1026000,183444,1026000,182321,110,S-FacebookSession1,
181422,24,181415,0,183559,0,183556,63,183553,21,183556,1026000,183545,1512000,182422,110,S-FacebookSession1,
181524,24,181516,0,183874,0,183870,52,183868,21,183870,1512000,183864,1026000,182523,110,S-FacebookSession1,
181622,24,181617,0,183883,0,183881,50,183879,25,183881,1512000,183875,1026000,182624,110,S-FacebookSession1,
181852,24,181847,0,183892,0,183889,50,183888,25,183890,1512000,183884,1026000,182872,110,S-FacebookSession1,
181861,24,181856,0,183938,0,183934,44,183932,8,183935,1026000,183916,1026000,182907,110,S-FacebookSession1,
181925,24,181918,0,184029,0,184026,33,184024,17,184026,1026000,184018,1512000,182941,110,S-FacebookSession1,
182025,24,182018,0,184129,0,184126,20,184124,8,184127,1026000,184119,1512000,183042,110,S-FacebookSession1,
182131,24,182119,0,184231,0,184227,15,184225,5,184228,1026000,184219,1026000,183142,110,S-FacebookSession1,
182227,24,182220,0,184334,0,184330,20,184328,7,184332,1026000,184320,1026000,183244,110,S-FacebookSession1,
182335,24,182320,0,184432,0,184428,36,184426,12,184429,1026000,184420,1026000,183344,110,S-FacebookSession1,
182427,24,182421,0,184531,0,184528,63,184526,21,184528,1026000,184520,1026000,183445,110,S-FacebookSession1,
182529,24,182521,0,184867,0,184864,3,184862,19,184865,1026000,184855,1512000,183546,110,S-FacebookSession1,
182629,24,182622,0,184882,96814,184879,50,184877,16,184880,1026000,184868,1512000,183864,110,S-FacebookSession1,
182878,24,182870,0,184913,0,184910,66,184908,33,184910,1026000,184884,1512000,183875,110,S-FacebookSession1,
182913,24,182906,0,184934,0,184931,25,184929,8,184932,1026000,184924,1512000,183884,110,S-FacebookSession1,
182948,24,182940,0,185038,0,185034,33,185030,11,185035,1026000,185025,1026000,183917,110,S-FacebookSession1,
183053,24,183040,0,185165,0,185158,39,185143,6,185163,1026000,185126,1026000,184019,110,S-FacebookSession1,
183160,24,183140,0,185239,0,185236,0,185233,27,185237,1512000,185226,1026000,184119,110,S-FacebookSession1,
183250,24,183243,0,185342,0,185339,9,185336,7,185339,1026000,185326,1026000,184220,110,S-FacebookSession1,
183351,24,183343,0,185497,0,185494,0,185485,3,185495,1026000,185427,1026000,184320,110,S-FacebookSession1,
183451,24,183443,0,185550,0,185545,69,185543,24,185546,1026000,185529,1512000,184420,110,S-FacebookSession1,
183554,24,183544,0,185737,0,185735,0,185732,30,185735,1026000,185727,1242000,184521,110,S-FacebookSession1,
183868,24,183863,0,185919,0,185916,44,185915,24,185917,1026000,185904,1026000,184856,110,S-FacebookSession1,
183879,24,183875,0,185958,6963,185956,46,185953,15,185956,1026000,185920,1512000,184869,110,S-FacebookSession1,
183888,24,183884,0,185971,0,185968,33,185966,35,185969,1026000,185960,1512000,184884,110,S-FacebookSession1,
183932,24,183915,0,186047,175448,186044,26,186039,16,186045,1026000,186032,1512000,184924,110,S-FacebookSession1,
184024,24,184018,0,186206,781572,186197,35,186192,10,186198,1026000,186133,1026000,185025,110,S-FacebookSession1,
184124,24,184118,0,186266,1273035,186264,0,186261,36,186264,1512000,186240,1512000,185126,110,S-FacebookSession1,
184226,24,184218,0,186360,2114857,186354,84,186350,48,186355,1512000,186340,1512000,185226,110,S-FacebookSession1,
184328,24,184319,0,186496,1522649,186493,86,186489,82,186494,1512000,186440,1512000,185327,110,S-FacebookSession1,
184426,24,184419,0,186559,1759331,186554,95,186548,92,186555,1512000,186540,1512000,185427,110,S-FacebookSession1,
184526,24,184519,0,186661,1209711,186657,65,186650,63,186658,1026000,186642,1512000,185529,110,S-FacebookSession1,
184863,24,184855,0,186963,1062309,186956,61,186947,43,186957,1026000,186916,1512000,185727,110,S-FacebookSession1,
184878,24,184868,0,186985,482222,186982,76,186980,36,186983,1026000,186971,1512000,185904,110,S-FacebookSession1,
184908,24,184883,0,187027,535678,187000,16,186997,41,187000,1026000,186987,1512000,185920,110,S-FacebookSession1,
184929,24,184923,0,187062,211505,187058,47,187056,30,187060,1026000,187048,1512000,185960,110,S-FacebookSession1,
185031,24,185024,0,187163,0,187160,14,187157,8,187161,1026000,187148,1026000,186033,110,S-FacebookSession1,
185155,24,185125,0,187305,208566,187299,0,187296,17,187300,1026000,187249,1026000,186133,110,S-FacebookSession1,
185162,23,185162,0,187363,0,187360,33,187357,20,187361,1026000,187349,1026000,186241,110,S-FacebookSession1,
185234,23,185225,0,187471,29158,187464,66,187459,25,187465,1512000,187450,1026000,186340,110,S-FacebookSession1,
185337,23,185325,0,187598,690240,187594,0,187589,41,187595,1512000,187553,1512000,186440,110,S-FacebookSession1,
185485,23,185426,0,187892,899239,187889,0,187888,41,187890,1512000,187882,1512000,186541,110,S-FacebookSession1,
185543,23,185528,0,187907,902623,187904,83,187902,50,187905,1512000,187893,1512000,186642,110,S-FacebookSession1,
185733,23,185726,0,187924,951390,187920,100,187918,66,187921,1350000,187910,1512000,186790,111,E-FacebookSession1,
185915,23,185903,0,187972,1164769,187969,87,187964,57,187970,1512000,187958,1134000,186917,111,E-FacebookSession1,
185954,23,185919,0,188071,1198298,188068,0,188066,65,188068,1512000,188058,1512000,186971,111,E-FacebookSession1,
185966,23,185959,0,188221,765153,188216,54,188168,51,188217,1512000,188158,1512000,186988,111,E-FacebookSession1,
186039,23,186031,0,188273,759640,188271,35,188268,38,188271,1512000,188260,1512000,187048,111,E-FacebookSession1,
186193,23,186132,0,188374,537314,188371,0,188368,29,188372,1026000,188362,1512000,187149,111,E-FacebookSession1,
186262,23,186238,0,188524,1295838,188521,0,188475,37,188522,1512000,188462,1512000,187249,111,E-FacebookSession1,
186352,23,186339,0,188583,925292,188577,72,188569,56,188581,1512000,188562,1512000,187350,111,E-FacebookSession1,
186491,23,186439,0,188677,487795,188675,56,188673,52,188675,1512000,188665,1512000,187451,111,E-FacebookSession1,
186548,23,186540,0,188929,202457,188925,52,188893,43,188926,1026000,188884,1512000,187553,111,E-FacebookSession1,
186655,23,186641,0,188949,1026473,188945,50,188942,33,188946,1026000,188930,1350000,187883,111,E-FacebookSession1,
186948,23,186915,0,188982,906395,188979,0,188976,9,188980,1026000,188967,1026000,187893,111,E-FacebookSession1,
186981,23,186964,0,189123,761781,189120,45,189079,19,189121,1026000,189068,1026000,187910,111,E-FacebookSession1,
186998,23,186985,0,189183,1271837,189180,0,189178,30,189181,1026000,189169,1512000,187958,111,E-FacebookSession1,
187056,23,187047,0,189285,2794461,189282,80,189280,72,189283,1512000,189270,1512000,188058,111,E-FacebookSession1,
187158,23,187147,0,189431,484216,189426,54,189422,46,189427,1512000,189373,1026000,188158,111,E-FacebookSession1,
187297,23,187248,0,189495,52610,189491,34,189486,28,189492,1512000,189472,1512000,188261,111,E-FacebookSession1,
187358,23,187348,0,189599,1029224,189594,52,189588,21,189595,1026000,189573,1026000,188362,111,E-FacebookSession1,
187460,23,187449,0,189697,0,189693,41,189688,32,189694,1026000,189674,1026000,188462,111,E-FacebookSession1,
187590,23,187552,0,190001,1087462,189998,49,189996,29,189999,1026000,189989,1026000,188562,111,E-FacebookSession1,
187888,23,187882,0,190036,218487,190033,0,190030,20,190034,1026000,190008,1026000,188666,111,E-FacebookSession1,
187903,23,187892,0,190090,625439,190087,72,190085,35,190088,1026000,190044,1026000,188885,111,E-FacebookSession1,
187919,23,187907,0,190101,1338626,190098,100,190097,41,190099,1026000,190091,1026000,188931,111,E-FacebookSession1,
187967,23,187957,0,190190,1499875,190185,69,190183,41,190185,1512000,190178,1026000,188968,111,E-FacebookSession1,
188066,23,188057,0,190290,26038,190287,29,190285,22,190287,1512000,190278,1026000,189068,111,E-FacebookSession1,
188169,23,188157,0,190394,0,190390,20,190386,9,190391,1026000,190379,1026000,189170,111,E-FacebookSession1,
188269,23,188260,0,190498,104180,190494,31,190491,12,190495,1026000,190480,1026000,189270,111,E-FacebookSession1,
188369,23,188361,0,190596,0,190593,68,190590,27,190594,1026000,190581,1026000,189374,111,E-FacebookSession1,
188476,23,188461,0,190694,0,190691,25,190688,17,190692,1026000,190682,1026000,189472,111,E-FacebookSession1,
188573,23,188561,0,190954,0,190951,0,190947,35,190952,1026000,190940,1242000,189573,111,E-FacebookSession1,
188673,23,188665,0,191009,0,191004,35,191001,24,191005,1026000,190955,1242000,189675,111,E-FacebookSession1,
188894,23,188884,0,191025,0,191021,25,191019,20,191022,1026000,191010,1026000,189989,111,E-FacebookSession1,
188942,23,188929,0,191110,0,191107,0,191104,8,191107,1026000,191097,1026000,190009,111,E-FacebookSession1,
188976,23,188966,0,191250,204630,191247,41,191245,10,191248,1026000,191198,1026000,190045,111,E-FacebookSession1,
189079,23,189067,0,191307,141380,191304,46,191302,25,191305,1512000,191298,1512000,190092,111,E-FacebookSession1,
189179,23,189169,0,191407,0,191404,35,191402,16,191405,1242000,191398,1512000,190178,111,E-FacebookSession1,
189281,23,189269,0,191510,0,191507,15,191504,4,191507,1026000,191499,1512000,190279,111,E-FacebookSession1,
189422,23,189369,0,191641,193838,191637,50,191609,17,191638,1026000,191599,1512000,190380,111,E-FacebookSession1,
189487,23,189470,0,191937,65062,191934,0,191932,30,191935,1026000,191912,1512000,190480,111,E-FacebookSession1,
189589,23,189571,0,191950,0,191947,33,191945,16,191948,1026000,191938,1512000,190582,111,E-FacebookSession1,
189689,23,189672,0,191964,0,191960,33,191958,16,191962,1026000,191951,1512000,190682,111,E-FacebookSession1,
189997,23,189988,0,192016,0,192013,35,192009,22,192014,1026000,192002,1512000,190940,111,E-FacebookSession1,
190031,23,190003,0,192113,0,192111,0,192109,3,192111,1026000,192105,1512000,190956,111,E-FacebookSession1,
190086,23,190037,0,192217,0,192213,20,192211,5,192214,1026000,192205,1026000,191010,111,E-FacebookSession1,
190097,23,190091,0,192365,0,192358,37,192315,9,192359,1026000,192305,1026000,191098,111,E-FacebookSession1,
190183,23,190177,0,192416,0,192413,50,192411,21,192414,1512000,192406,1026000,191198,111,E-FacebookSession1,
190285,23,190278,0,192517,0,192514,10,192511,4,192515,1026000,192506,1026000,191298,111,E-FacebookSession1,
190387,23,190378,0,192627,0,192624,54,192621,18,192625,1026000,192607,1026000,191399,111,E-FacebookSession1,
190492,23,190479,0,192936,0,192932,63,192929,24,192933,1026000,192916,1026000,191499,111,E-FacebookSession1,
190591,23,190580,0,192977,0,192974,70,192971,33,192975,1026000,192937,1026000,191599,111,E-FacebookSession1,
190689,23,190681,0,192988,0,192985,50,192983,27,192986,1026000,192978,1512000,191912,111,E-FacebookSession1,
190948,23,190939,0,193022,0,193020,50,193018,22,193020,1026000,193011,1512000,191939,111,E-FacebookSession1,
191002,23,190955,0,193122,0,193117,26,193113,6,193118,1026000,193108,1512000,191952,111,E-FacebookSession1,
191019,23,191009,0,193223,0,193219,45,193215,15,193220,1026000,193209,1026000,192002,111,E-FacebookSession1,
191105,23,191096,0,193326,0,193319,19,193316,8,193321,1026000,193310,1026000,192105,111,E-FacebookSession1,
191245,23,191197,0,193422,0,193419,15,193416,5,193419,1026000,193410,1026000,192205,111,E-FacebookSession1,
191303,23,191297,0,193527,0,193523,23,193521,5,193524,1026000,193510,1026000,192306,111,E-FacebookSession1,
191403,23,191398,0,193622,0,193619,89,193617,29,193620,1026000,193611,1026000,192406,111,E-FacebookSession1,
191505,23,191498,0,194052,0,194048,55,194045,18,194050,1512000,194036,486000,192506,111,E-FacebookSession1,
191609,23,191598,0,194068,0,194065,75,194063,8,194066,1512000,194054,486000,192607,111,E-FacebookSession1,
191933,23,191911,0,194085,0,194080,50,194072,33,194082,1512000,194068,486000,192917,111,E-FacebookSession1,
191945,23,191938,0,194124,0,194119,75,194114,29,194120,1512000,194086,486000,192937,111,E-FacebookSession1,
191958,23,191950,0,194157,0,194146,60,194141,19,194151,1026000,194130,384000,192978,111,E-FacebookSession1,
192009,23,192001,0,194260,0,194256,65,194252,11,194257,1026000,194230,384000,193012,111,E-FacebookSession1,
192109,23,192104,0,194350,0,194341,47,194338,15,194347,1026000,194330,1026000,193109,111,E-FacebookSession1,
192212,23,192204,0,194446,147393,194442,0,194439,26,194443,1026000,194431,1026000,193210,111,E-FacebookSession1,
192315,23,192304,0,194545,2352,194541,28,194539,14,194542,1026000,194531,1026000,193310,111,E-FacebookSession1,
192411,23,192405,0,194668,144349,194658,45,194652,22,194666,1026000,194633,1026000,193410,111,E-FacebookSession1,
192512,23,192505,0,194966,115737,194963,0,194958,35,194964,1350000,194913,1134000,193511,111,E-FacebookSession1,
192621,23,192605,0,194984,188085,194981,42,194979,32,194982,1350000,194967,1026000,193612,111,E-FacebookSession1,
192930,23,192915,0,195016,82461,195012,40,194994,28,195013,1350000,194986,1026000,194037,111,E-FacebookSession1,
192972,23,192936,0,195067,0,195059,35,195056,28,195065,1026000,195017,1026000,194055,111,E-FacebookSession1,
192983,23,192977,0,195142,0,195132,29,195129,23,195133,1026000,195116,1026000,194069,111,E-FacebookSession1,
193018,23,193007,0,195238,0,195234,39,195231,19,195235,1026000,195219,1026000,194087,111,E-FacebookSession1,
193114,23,193107,0,195333,54344,195330,30,195328,23,195331,1026000,195319,1512000,194131,111,E-FacebookSession1,
193216,23,193208,0,195436,0,195433,30,195430,15,195434,1026000,195420,1026000,194231,111,E-FacebookSession1,
193317,23,193309,0,195546,0,195540,0,195533,10,195541,1026000,195520,1026000,194330,111,E-FacebookSession1,
193417,23,193409,0,195631,265528,195628,64,195625,25,195629,1026000,195620,1512000,194432,111,E-FacebookSession1,
193521,23,193509,0,195981,31435,195978,63,195975,26,195979,1026000,195972,1512000,194532,111,E-FacebookSession1,
193618,23,193610,0,195990,0,195987,63,195986,0,195988,1026000,195982,1512000,194634,111,E-FacebookSession1,
194045,23,194035,0,196017,52728,196012,40,195998,25,196016,1026000,195990,1512000,194914,111,E-FacebookSession1,
194064,23,194053,0,196049,61245,196046,85,196042,27,196047,1026000,196029,1512000,194967,111,E-FacebookSession1,
194074,23,194068,0,196141,0,196138,35,196136,17,196139,1026000,196130,1026000,194986,111,E-FacebookSession1,
194115,23,194085,0,196243,0,196240,47,196237,15,196240,1026000,196230,1026000,195018,111,E-FacebookSession1,
194142,23,194128,0,196339,0,196336,50,196335,20,196337,1512000,196331,1026000,195116,111,E-FacebookSession1,
194253,23,194229,0,196458,32012,196455,72,196453,28,196456,1512000,196431,1026000,195219,111,E-FacebookSession1,
194339,23,194329,0,196548,0,196542,44,196540,17,196543,1026000,196534,1026000,195319,111,E-FacebookSession1,
194440,23,194430,0,196650,0,196647,55,196642,17,196648,1026000,196636,1026000,195420,111,E-FacebookSession1,
194539,23,194530,0,196950,267330,196948,0,196945,32,196948,1512000,196939,1026000,195521,111,E-FacebookSession1,
194654,23,194631,0,196999,287530,196996,50,196994,25,196997,1512000,196952,1026000,195621,111,E-FacebookSession1,
194959,23,194913,0,197009,461939,197007,66,197005,35,197007,1512000,197000,1026000,195972,111,E-FacebookSession1,
194979,23,194966,0,197027,367574,197024,40,197020,0,197025,1512000,197013,1026000,195982,111,E-FacebookSession1,
194994,23,194985,0,197144,0,197141,27,197138,15,197142,1026000,197118,1026000,195991,111,E-FacebookSession1,
195056,23,195016,0,197230,218309,197227,40,197225,22,197227,1512000,197218,1026000,196029,111,E-FacebookSession1,
195129,23,195115,0,197339,0,197332,15,197327,12,197333,1026000,197319,1026000,196130,111,E-FacebookSession1,
195154,23,195153,0,197437,0,197434,0,197427,16,197435,1026000,197419,1026000,196231,111,E-FacebookSession1,
195232,23,195218,0,197536,0,197533,59,197527,22,197534,1026000,197520,1026000,196331,111,E-FacebookSession1,
195328,23,195318,0,197640,0,197637,41,197633,13,197638,1026000,197620,1026000,196432,111,E-FacebookSession1,
195431,23,195419,0,198024,0,198020,64,198017,24,198021,1026000,198009,1026000,196534,111,E-FacebookSession1,
195537,23,195519,0,198051,0,198037,75,198034,16,198042,1026000,198025,1026000,196636,111,E-FacebookSession1,
195626,23,195620,0,198101,0,198095,75,198092,24,198099,1026000,198053,1026000,196940,111,E-FacebookSession1,
195976,23,195971,0,198122,0,198120,0,198109,25,198120,1512000,198103,1026000,196952,111,E-FacebookSession1,
195986,23,195981,0,198140,0,198137,57,198136,25,198138,1512000,198132,1026000,197000,111,E-FacebookSession1,
195998,23,195990,0,198239,0,198237,26,198235,10,198237,1512000,198230,1026000,197013,111,E-FacebookSession1,
196042,23,196028,0,198394,0,198387,40,198339,8,198390,1026000,198331,1026000,197118,111,E-FacebookSession1,
196136,23,196129,0,198451,0,198443,50,198441,21,198444,1026000,198435,1026000,197218,111,E-FacebookSession1,
196238,23,196229,0,198545,276973,198542,72,198540,24,198543,1512000,198535,1026000,197319,111,E-FacebookSession1,
196335,23,196330,0,198649,261416,198647,57,198639,25,198647,1512000,198635,1026000,197420,111,E-FacebookSession1,
196454,23,196431,0,198984,0,198981,60,198978,23,198982,1026000,198972,1512000,197521,111,E-FacebookSession1,
196540,23,196533,0,199019,0,199016,62,199010,41,199017,1026000,198985,1512000,197621,111,E-FacebookSession1,
196643,23,196635,0,199027,0,199025,100,199023,22,199025,1026000,199019,1512000,198009,111,E-FacebookSession1,
196946,23,196938,0,199047,0,199045,25,199043,18,199045,1026000,199039,1512000,198026,111,E-FacebookSession1,
196994,23,196951,0,199152,0,199149,15,199146,8,199149,1026000,199140,1026000,198053,111,E-FacebookSession1,
197005,23,196999,0,199293,205326,199289,66,199288,20,199290,1026000,199241,1026000,198103,111,E-FacebookSession1,
197020,23,197012,0,199351,141081,199348,0,199346,32,199349,1026000,199341,1512000,198132,111,E-FacebookSession1,
197139,23,197117,0,199453,20231,199450,46,199449,29,199451,1512000,199443,1512000,198231,111,E-FacebookSession1,
197225,23,197217,0,199578,0,199566,44,199563,27,199575,1026000,199544,1026000,198331,111,E-FacebookSession1,
197328,23,197318,0,199660,401214,199658,62,199656,37,199658,1512000,199648,1512000,198435,111,E-FacebookSession1,
197427,23,197418,0,199925,0,199922,0,199920,25,199923,1026000,199916,1512000,198535,111,E-FacebookSession1,
197531,23,197519,0,199937,0,199934,50,199932,22,199935,1026000,199926,1242000,198636,111,E-FacebookSession1,
197634,23,197619,0,199981,0,199976,28,199969,10,199979,1026000,199962,1242000,198972,111,E-FacebookSession1,
198018,23,198008,0,200083,0,200079,38,200073,12,200080,1026000,200067,1026000,198985,111,E-FacebookSession1,
198034,23,198024,0,200191,0,200187,27,200184,6,200188,1026000,200167,1026000,199020,111,E-FacebookSession1,
198093,23,198052,0,200280,0,200277,72,200274,23,200278,1026000,200268,1026000,199040,111,E-FacebookSession1,
198109,23,198102,0,200390,0,200385,61,200383,24,200386,1512000,200368,1026000,199141,111,E-FacebookSession1,
198136,23,198131,0,200476,0,200473,76,200472,36,200474,1512000,200468,1512000,199241,111,E-FacebookSession1,
198235,23,198229,0,200578,0,200575,63,200573,25,200576,594000,200568,1458000,199341,111,E-FacebookSession1,
198340,23,198330,0,200686,36635,200682,68,200676,22,200684,1512000,200669,702000,199444,111,E-FacebookSession1,
198442,23,198434,0,201030,0,201023,27,201020,13,201024,384000,201005,384000,199544,111,E-FacebookSession1,
198540,23,198534,0,201085,67627,201083,66,201081,30,201083,1512000,201031,1512000,199649,111,E-FacebookSession1,
198640,23,198635,0,201094,80187,201092,100,201090,18,201092,1512000,201086,1512000,199916,111,E-FacebookSession1,
198979,23,198971,0,201103,0,201100,0,201098,25,201101,1512000,201095,1512000,199927,111,E-FacebookSession1,
199015,23,198984,0,201218,0,201214,42,201207,8,201215,384000,201183,384000,199963,111,E-FacebookSession1,
199023,23,199019,0,201331,0,201327,47,201294,18,201328,1026000,201282,1512000,200067,111,E-FacebookSession1,
199043,23,199039,0,201407,0,201397,63,201393,21,201402,1026000,201383,1026000,200167,111,E-FacebookSession1,
199146,23,199139,0,201501,0,201495,89,201491,30,201496,1026000,201485,1026000,200268,111,E-FacebookSession1,
199288,23,199240,0,201603,1118480,201596,0,201591,45,201601,1512000,201584,1512000,200368,111,E-FacebookSession1,
199346,23,199340,0,201695,1089726,201692,74,201690,74,201693,1512000,201684,1512000,200468,111,E-FacebookSession1,
199449,23,199443,0,201984,505687,201981,74,201976,68,201981,1026000,201969,1026000,200569,111,E-FacebookSession1,
199564,23,199543,0,202015,988542,202011,75,202009,41,202012,1026000,201985,1026000,200669,111,E-FacebookSession1,
199656,23,199647,0,202053,1102446,202050,78,202046,71,202051,1026000,202034,1512000,201006,111,E-FacebookSession1,
199920,23,199915,0,202100,832968,202097,50,202095,43,202098,1026000,202089,1512000,201031,111,E-FacebookSession1,
199932,23,199926,0,202276,857372,202273,43,202270,27,202274,1026000,202190,1026000,201086,111,E-FacebookSession1,
199974,23,199961,0,202305,330725,202302,12,202297,23,202303,1026000,202290,1026000,201095,111,E-FacebookSession1,
200073,23,200066,0,202404,151116,202400,0,202398,10,202402,1026000,202392,1026000,201184,111,E-FacebookSession1,
200185,23,200166,0,202506,0,202502,21,202500,6,202503,1026000,202491,1026000,201283,111,E-FacebookSession1,
200275,23,200267,0,202604,0,202601,28,202599,18,202602,1026000,202593,1026000,201384,111,E-FacebookSession1,
200383,23,200367,0,202707,0,202703,0,202700,12,202704,1026000,202693,1026000,201485,111,E-FacebookSession1,
200472,23,200467,0,202985,155790,202982,0,202980,32,202982,1026000,202975,1512000,201584,111,E-FacebookSession1,
200573,23,200568,0,203003,229955,202998,0,202996,33,202999,1026000,202987,1512000,201684,111,E-FacebookSession1,
200679,23,200668,0,203056,0,203053,42,203051,23,203054,1026000,203045,1458000,201883,112,S-GooglePlaySession1,
201020,23,201004,0,203158,0,203155,0,203152,11,203156,1026000,203145,1026000,201969,112,S-GooglePlaySession1,
201081,23,201030,0,203266,0,203260,66,203258,21,203261,1026000,203248,1026000,201985,112,S-GooglePlaySession1,
201090,23,201086,0,203424,372981,203421,0,203418,27,203422,1512000,203348,1026000,202034,112,S-GooglePlaySession1,
201099,23,201094,0,203458,374274,203456,57,203454,39,203456,1512000,203448,1026000,202089,112,S-GooglePlaySession1,
201208,23,201180,0,203580,0,203575,29,203569,14,203576,1026000,203549,1026000,202190,112,S-GooglePlaySession1,
201294,23,201281,0,203670,222477,203666,42,203663,17,203667,1026000,203650,1026000,202290,112,S-GooglePlaySession1,
201393,23,201382,0,203765,794664,203762,0,203760,30,203763,1512000,203751,1026000,202392,112,S-GooglePlaySession1,
201492,23,201482,0,204041,48819,204035,50,204032,32,204036,1026000,204020,1026000,202491,112,S-GooglePlaySession1,
201591,23,201583,0,204077,0,204073,46,204070,20,204074,1026000,204044,1026000,202593,112,S-GooglePlaySession1,
201691,23,201683,0,204144,334746,204141,45,204139,30,204142,1026000,204079,1026000,202694,112,S-GooglePlaySession1,
201978,23,201968,0,204164,0,204161,14,204159,29,204162,1026000,204153,1026000,202975,112,S-GooglePlaySession1,
202009,23,201984,0,204267,305220,204264,0,204259,7,204265,1026000,204253,1026000,202987,112,S-GooglePlaySession1,
202046,23,202033,0,204368,0,204365,42,204362,21,204365,1026000,204353,1026000,203045,112,S-GooglePlaySession1,
202096,23,202088,0,204468,0,204465,0,204462,16,204465,1026000,204455,1026000,203146,112,S-GooglePlaySession1,
202271,23,202189,0,204582,0,204570,40,204567,14,204579,1026000,204555,1026000,203248,112,S-GooglePlaySession1,
202297,23,202289,0,204680,0,204677,50,204667,16,204678,1026000,204656,1026000,203348,112,S-GooglePlaySession1,
202398,23,202391,0,204766,460280,204763,85,204761,31,204764,1026000,204757,1512000,203448,112,S-GooglePlaySession1,
202500,23,202490,0,205009,0,205006,71,205002,31,205007,1026000,204998,1512000,203549,112,S-GooglePlaySession1,
202599,23,202592,0,205018,334905,205016,50,205014,29,205016,1026000,205010,1512000,203651,112,S-GooglePlaySession1,
202701,23,202692,0,205068,60368,205066,40,205064,16,205066,1026000,205060,1512000,203751,112,S-GooglePlaySession1,
202980,23,202974,0,205223,0,205218,0,205170,18,205219,1512000,205161,1026000,204020,112,S-GooglePlaySession1,
202997,23,202986,0,205274,85472,205271,47,205269,18,205272,1512000,205261,1026000,204045,112,S-GooglePlaySession1,
203052,23,203044,0,205386,539394,205383,51,205379,26,205383,1026000,205371,1026000,204079,112,S-GooglePlaySession1,
203153,23,203144,0,205479,0,205476,38,205473,22,205476,1026000,205463,1026000,204154,112,S-GooglePlaySession1,
203258,23,203247,0,205582,0,205578,38,205574,21,205579,1026000,205565,1026000,204253,112,S-GooglePlaySession1,
203419,23,203347,0,205680,0,205675,0,205671,16,205676,1026000,205664,1026000,204354,112,S-GooglePlaySession1,
203454,23,203447,0,206036,300755,206027,0,206016,26,206031,1026000,205953,1242000,204455,112,S-GooglePlaySession1,
203570,23,203548,0,206063,228018,206060,62,206057,34,206060,1026000,206043,1512000,204556,112,S-GooglePlaySession1,
203664,23,203649,0,206096,106119,206093,72,206090,45,206093,1026000,206064,1512000,204657,112,S-GooglePlaySession1,
203760,23,203750,0,206109,0,206106,33,206103,28,206107,1026000,206097,1512000,204757,112,S-GooglePlaySession1,
204033,23,204018,0,206197,0,206194,42,206191,15,206194,1026000,206181,1026000,204998,112,S-GooglePlaySession1,
204070,23,204042,0,206340,89900,206337,35,206335,16,206338,1026000,206281,1512000,205010,112,S-GooglePlaySession1,
204139,23,204078,0,206397,0,206394,27,206387,23,206395,1026000,206381,1026000,205060,112,S-GooglePlaySession1,
204160,23,204152,0,206494,0,206491,0,206488,5,206492,1026000,206482,1026000,205162,112,S-GooglePlaySession1,
204260,23,204252,0,206597,0,206591,5,206589,1,206592,1026000,206582,1026000,205262,112,S-GooglePlaySession1,
