App,Package,Start Time,Duration,Filename
"<System>",,"Sep 3, 2013 @ 11:34:02 AM","4 min 27 sec","Trepn_2013.09.03_113402.db"

Time  [ms],"Percent Battery Remaining [%]",Time  [ms],"Battery Status",Time  [ms],"Battery Power [uW]",Time  [ms],"CPU Load [%]",Time  [ms],"Normalized CPU Load [%]",Time  [ms],"CPU0 - Frequency [kHz]",Time  [ms],"CPU1 - Frequency [kHz]",Time  [ms],"Application State",Description,
204362,23,204352,0,206700,0,206696,65,206693,20,206697,1026000,206685,1026000,205372,112,S-GooglePlaySession1,
204463,23,204454,0,206804,0,206799,56,206795,18,206799,1026000,206786,1026000,205463,112,S-GooglePlaySession1,
204568,23,204554,0,207119,0,207116,0,207113,27,207117,1512000,207099,1512000,205565,112,S-GooglePlaySession1,
204667,23,204655,0,207187,656802,207184,85,207130,49,207185,1026000,207120,1512000,205664,112,S-GooglePlaySession1,
204762,23,204756,0,207209,465891,207204,57,207201,42,207205,1026000,207192,1026000,205962,112,S-GooglePlaySession1,
205005,23,204997,0,207229,218253,207225,0,207220,32,207226,1026000,207210,1026000,206043,112,S-GooglePlaySession1,
205014,23,205009,0,207354,528806,207313,20,207308,7,207315,1026000,207291,1026000,206065,112,S-GooglePlaySession1,
205064,23,205059,0,207409,0,207404,44,207401,20,207405,1026000,207391,1026000,206097,112,S-GooglePlaySession1,
205153,23,205152,0,207506,0,207502,18,207499,6,207503,1026000,207492,1026000,206181,112,S-GooglePlaySession1,
205174,23,205160,0,207604,0,207601,0,207599,5,207602,1026000,207593,1026000,206281,112,S-GooglePlaySession1,
205269,23,205260,0,207765,0,207751,34,207748,3,207760,1026000,207693,1026000,206382,112,S-GooglePlaySession1,
205380,23,205370,0,208261,801726,208257,0,208255,30,208258,1134000,208210,1026000,206483,112,S-GooglePlaySession1,
205474,23,205462,0,208283,1555464,208278,100,208276,76,208279,1512000,208263,1512000,206583,112,S-GooglePlaySession1,
205576,23,205564,0,208305,1600153,208296,100,208294,100,208297,1512000,208284,1512000,206686,112,S-GooglePlaySession1,
205673,23,205663,0,208350,1391991,208347,100,208345,98,208348,1512000,208306,1512000,206787,112,S-GooglePlaySession1,
206022,23,205945,0,208363,1847871,208360,100,208358,97,208361,1512000,208351,1512000,207100,112,S-GooglePlaySession1,
206057,23,206042,0,208387,1496480,208377,100,208375,98,208377,1512000,208364,1512000,207120,112,S-GooglePlaySession1,
206091,23,206064,0,208440,1608729,208436,100,208434,100,208437,1512000,208399,1512000,207192,112,S-GooglePlaySession1,
206103,23,206096,0,208512,1947731,208509,100,208507,100,208510,1512000,208500,1512000,207211,112,S-GooglePlaySession1,
206192,23,206180,0,208655,1578347,208618,95,208616,95,208619,1512000,208600,1512000,207292,112,S-GooglePlaySession1,
206336,23,206280,0,208715,1510628,208711,97,208708,97,208712,1512000,208701,1512000,207391,112,S-GooglePlaySession1,
206392,23,206380,0,209187,1471474,209184,97,209182,97,209185,1512000,209175,1512000,207492,112,S-GooglePlaySession1,
206489,23,206481,0,209201,1436597,209199,100,209194,75,209199,1512000,209188,1512000,207593,112,S-GooglePlaySession1,
206589,23,206581,0,209265,1561214,209262,96,209260,100,209263,1512000,209202,1512000,207693,112,S-GooglePlaySession1,
206694,23,206684,0,209280,1472116,209276,100,209273,95,209277,1512000,209266,1512000,208210,112,S-GooglePlaySession1,
206796,23,206785,0,209295,1448182,209292,100,209290,100,209292,1512000,209281,1512000,208263,112,S-GooglePlaySession1,
207114,23,207098,0,209336,1736774,209333,100,209331,100,209334,1512000,209309,1512000,208284,112,S-GooglePlaySession1,
207130,23,207119,0,209421,1636319,209418,93,209417,95,209419,1512000,209410,1512000,208306,112,S-GooglePlaySession1,
207202,23,207188,0,209549,1292963,209546,84,209518,82,209547,1512000,209510,1512000,208352,112,S-GooglePlaySession1,
207221,23,207210,0,209622,1137461,209619,61,209617,62,209620,1512000,209611,1512000,208364,112,S-GooglePlaySession1,
207309,23,207289,0,209736,209031,209731,38,209727,35,209733,1026000,209712,1458000,208399,112,S-GooglePlaySession1,
207402,23,207390,0,210117,953788,210104,73,210102,59,210105,1512000,210088,1512000,208500,112,S-GooglePlaySession1,
207500,23,207491,0,210158,1944333,210154,77,210149,61,210155,1512000,210118,1512000,208601,112,S-GooglePlaySession1,
207599,23,207591,0,210185,1493453,210181,87,210176,68,210182,1512000,210161,1512000,208701,112,S-GooglePlaySession1,
207748,23,207692,0,210215,1757594,210209,61,210204,47,210211,1512000,210187,1512000,209176,112,S-GooglePlaySession1,
208255,23,208209,0,210254,1252387,210251,92,210247,74,210252,1512000,210216,1350000,209188,112,S-GooglePlaySession1,
208277,23,208262,0,210329,433968,210325,37,210320,43,210326,1026000,210314,1026000,209202,112,S-GooglePlaySession1,
208295,23,208283,0,210437,416005,210433,42,210428,25,210434,1026000,210414,1026000,209266,112,S-GooglePlaySession1,
208345,23,208305,0,210537,857330,210534,0,210529,31,210535,1026000,210515,1512000,209282,112,S-GooglePlaySession1,
208358,23,208351,0,210631,1065691,210626,0,210620,56,210628,1512000,210615,1512000,209310,112,S-GooglePlaySession1,
208375,23,208363,0,210733,524138,210730,50,210727,33,210730,1242000,210715,1350000,209410,112,S-GooglePlaySession1,
208435,23,208398,0,211057,826852,211054,60,211050,49,211055,1512000,211015,1026000,209510,112,S-GooglePlaySession1,
208507,23,208499,0,211070,378172,211067,66,211065,30,211068,1512000,211058,1026000,209611,112,S-GooglePlaySession1,
208616,23,208600,0,211084,630276,211081,60,211079,54,211082,1512000,211071,1026000,209713,112,S-GooglePlaySession1,
208708,23,208700,0,211141,231277,211137,0,211132,16,211138,1026000,211117,1026000,210089,112,S-GooglePlaySession1,
209183,23,209175,0,211227,548591,211224,76,211223,28,211225,1026000,211217,1026000,210118,112,S-GooglePlaySession1,
209197,23,209187,0,211337,0,211333,30,211329,18,211334,1026000,211319,1026000,210162,112,S-GooglePlaySession1,
209260,23,209202,0,211450,0,211444,41,211437,17,211446,1026000,211421,1026000,210188,112,S-GooglePlaySession1,
209273,23,209265,0,211531,721654,211529,70,211527,31,211530,1026000,211520,1026000,210216,112,S-GooglePlaySession1,
209290,23,209281,0,211630,684782,211628,38,211626,23,211628,1026000,211621,1512000,210314,112,S-GooglePlaySession1,
209332,23,209309,0,211740,405256,211734,39,211729,25,211738,1026000,211721,1026000,210415,112,S-GooglePlaySession1,
209417,23,209409,0,212118,516743,212115,0,212113,32,212116,1026000,212077,1512000,210516,112,S-GooglePlaySession1,
209518,23,209510,0,212132,615381,212129,50,212127,37,212130,1026000,212119,1134000,210615,112,S-GooglePlaySession1,
209617,23,209610,0,212154,269809,212150,62,212145,46,212151,1026000,212133,1134000,210716,112,S-GooglePlaySession1,
209728,23,209710,0,212202,390627,212198,60,212195,41,212199,1026000,212155,1134000,211015,112,S-GooglePlaySession1,
210103,23,210088,0,212252,130413,212248,31,212243,29,212249,1026000,212228,1512000,211058,112,S-GooglePlaySession1,
210150,23,210117,0,212341,140845,212338,13,212335,8,212338,1026000,212328,1512000,211072,112,S-GooglePlaySession1,
210177,23,210159,0,212491,0,212484,0,212482,8,212485,1026000,212430,1026000,211117,112,S-GooglePlaySession1,
210205,23,210186,0,212541,12759,212535,54,212534,23,212539,1026000,212529,1512000,211218,112,S-GooglePlaySession1,
210249,23,210216,0,212640,423269,212637,52,212635,23,212638,1026000,212631,1512000,211320,112,S-GooglePlaySession1,
210323,23,210313,0,212744,380355,212741,47,212738,19,212742,1026000,212731,1026000,211422,112,S-GooglePlaySession1,
210429,23,210413,0,212891,1185845,212888,0,212847,25,212888,1512000,212832,1026000,211520,112,S-GooglePlaySession1,
210530,23,210514,0,213136,577793,213133,55,213131,34,213134,1026000,213088,1512000,211621,112,S-GooglePlaySession1,
210620,23,210614,0,213147,584044,213144,20,213143,41,213145,1026000,213137,1512000,211722,112,S-GooglePlaySession1,
210728,23,210715,0,213159,544974,213156,50,213154,25,213157,1026000,213148,1512000,212077,112,S-GooglePlaySession1,
211051,23,211014,0,213297,1058268,213293,0,213290,14,213293,1026000,213235,1026000,212120,112,S-GooglePlaySession1,
211066,23,211057,0,213349,160699,213346,33,213342,33,213346,1026000,213336,1026000,212134,112,S-GooglePlaySession1,
211079,23,211070,0,213466,0,213459,31,213454,13,213464,1026000,213439,1026000,212156,112,S-GooglePlaySession1,
211133,23,211116,0,213564,773032,213561,40,213559,16,213562,1512000,213540,1026000,212229,112,S-GooglePlaySession1,
211223,23,211217,0,213650,459987,213647,46,213643,37,213648,1512000,213638,1512000,212328,112,S-GooglePlaySession1,
211330,23,211318,0,213748,91164,213745,19,213744,15,213746,1512000,213739,1512000,212431,112,S-GooglePlaySession1,
211438,23,211419,0,213857,0,213853,0,213849,13,213854,1026000,213840,1026000,212530,112,S-GooglePlaySession1,
211527,23,211519,0,214124,541731,214121,0,214119,33,214122,1458000,214110,1512000,212631,112,S-GooglePlaySession1,
211626,23,211620,0,214170,8792,214167,46,214165,40,214168,1026000,214125,1026000,212732,112,S-GooglePlaySession1,
211730,23,211720,0,214182,0,214179,33,214177,24,214180,1026000,214171,1026000,212833,112,S-GooglePlaySession1,
212113,23,212076,0,214283,0,214279,0,214270,4,214280,1026000,214264,1026000,213089,112,S-GooglePlaySession1,
212127,23,212119,0,214390,0,214382,42,214379,10,214383,1026000,214365,1026000,213137,112,S-GooglePlaySession1,
212146,23,212133,0,214478,319931,214475,0,214473,28,214476,1512000,214466,1026000,213149,112,S-GooglePlaySession1,
212195,23,212154,0,214583,408243,214580,37,214577,19,214581,1512000,214567,1026000,213235,112,S-GooglePlaySession1,
212244,23,212227,0,214680,260925,214677,14,214673,12,214678,1512000,214667,1512000,213337,112,S-GooglePlaySession1,
212336,23,212327,0,214781,0,214778,0,214776,17,214779,1026000,214767,1512000,213439,112,S-GooglePlaySession1,
212482,23,212429,0,214881,0,214877,33,214874,11,214878,1026000,214868,1026000,213540,112,S-GooglePlaySession1,
212534,23,212529,0,215122,192574,215119,74,215116,33,215120,1026000,215109,1512000,213639,112,S-GooglePlaySession1,
212635,23,212630,0,215136,0,215133,80,215129,33,215133,1026000,215124,1512000,213739,112,S-GooglePlaySession1,
212739,23,212730,0,215192,0,215185,54,215180,24,215187,1026000,215170,1026000,213841,112,S-GooglePlaySession1,
212849,23,212831,0,215287,0,215284,47,215277,16,215285,1026000,215271,1026000,214110,112,S-GooglePlaySession1,
213131,23,213088,0,215385,0,215382,40,215379,12,215383,1026000,215372,1026000,214125,112,S-GooglePlaySession1,
213143,23,213136,0,215482,243835,215479,58,215476,24,215480,1512000,215472,1026000,214172,112,S-GooglePlaySession1,
213155,23,213148,0,215598,149413,215592,73,215582,25,215596,1026000,215572,1026000,214265,112,S-GooglePlaySession1,
213291,23,213234,0,215680,206307,215678,80,215676,36,215679,1512000,215672,1512000,214365,112,S-GooglePlaySession1,
213343,23,213335,0,215785,267012,215782,57,215778,27,215783,1134000,215773,1026000,214467,112,S-GooglePlaySession1,
213455,23,213437,0,216156,13659,216153,0,216151,31,216154,1350000,216144,1134000,214567,112,S-GooglePlaySession1,
213559,23,213538,0,216167,234022,216164,50,216162,47,216165,1026000,216157,1134000,214667,112,S-GooglePlaySession1,
213644,23,213638,0,216211,853221,216208,50,216206,25,216208,1026000,216168,1134000,214768,112,S-GooglePlaySession1,
213744,23,213738,0,216229,399464,216226,50,216224,36,216227,1026000,216212,1026000,214869,112,S-GooglePlaySession1,
213851,23,213839,0,216286,629076,216284,52,216281,28,216284,1026000,216275,1026000,215109,112,S-GooglePlaySession1,
214119,23,214109,0,216393,0,216390,23,216387,12,216391,1026000,216376,1026000,215124,112,S-GooglePlaySession1,
214165,23,214124,0,216489,0,216485,59,216483,27,216486,1026000,216476,1026000,215170,112,S-GooglePlaySession1,
214177,23,214170,0,216591,232050,216588,41,216585,21,216589,1026000,216577,1026000,215272,112,S-GooglePlaySession1,
214271,23,214263,0,216691,0,216688,0,216685,7,216689,1026000,216677,1026000,215372,112,S-GooglePlaySession1,
214380,23,214364,0,216846,0,216843,51,216840,14,216844,1026000,216778,1026000,215472,112,S-GooglePlaySession1,
214474,23,214466,0,217111,115285,217108,0,217106,32,217109,1512000,217068,1512000,215573,112,S-GooglePlaySession1,
214577,23,214566,0,217124,217775,217121,50,217118,35,217122,1026000,217112,1350000,215673,112,S-GooglePlaySession1,
214673,23,214666,0,217136,0,217134,37,217131,19,217134,1026000,217125,1350000,215773,112,S-GooglePlaySession1,
214776,23,214767,0,217195,0,217191,0,217188,6,217192,1026000,217182,1026000,216145,112,S-GooglePlaySession1,
214875,23,214867,0,217292,311405,217289,50,217288,23,217290,1512000,217283,1512000,216157,112,S-GooglePlaySession1,
215117,23,215108,0,217392,601440,217390,37,217388,17,217390,1512000,217383,1512000,216169,112,S-GooglePlaySession1,
215129,23,215123,0,217497,89857,217494,54,217491,20,217495,1026000,217485,1026000,216212,112,S-GooglePlaySession1,
215154,23,215154,0,217601,240885,217599,44,217597,18,217599,1026000,217584,1512000,216275,112,S-GooglePlaySession1,
215181,23,215169,0,217695,185725,217693,66,217691,30,217693,1026000,217687,1512000,216376,112,S-GooglePlaySession1,
215197,23,215196,0,217800,0,217797,45,217794,15,217797,1026000,217787,1026000,216477,112,S-GooglePlaySession1,
215278,23,215270,0,218236,298362,218233,0,218231,25,218234,1026000,218224,1512000,216577,112,S-GooglePlaySession1,
215380,23,215370,0,218246,535201,218244,40,218242,12,218244,1026000,218237,1512000,216678,112,S-GooglePlaySession1,
215477,23,215471,0,218291,702430,218288,0,218286,33,218289,1026000,218247,1512000,216778,112,S-GooglePlaySession1,
215589,23,215571,0,218304,0,218301,0,218298,18,218302,1026000,218292,1512000,217068,112,S-GooglePlaySession1,
215677,23,215672,0,218353,0,218350,44,218348,24,218351,1026000,218341,1350000,217112,112,S-GooglePlaySession1,
215778,23,215772,0,218468,11551,218456,40,218452,10,218466,1026000,218442,1026000,217126,112,S-GooglePlaySession1,
216152,23,216144,0,218571,0,218566,55,218563,29,218568,1026000,218543,1026000,217182,112,S-GooglePlaySession1,
216162,23,216156,0,218659,0,218655,39,218652,11,218656,1026000,218643,1026000,217284,112,S-GooglePlaySession1,
216206,23,216168,0,218758,0,218753,0,218749,16,218754,1026000,218743,1026000,217384,112,S-GooglePlaySession1,
216225,23,216211,0,218898,0,218895,66,218893,26,218896,1026000,218844,1512000,217486,112,S-GooglePlaySession1,
216282,23,216274,0,218960,0,218956,66,218950,25,218956,1026000,218945,1242000,217585,112,S-GooglePlaySession1,
216388,23,216375,0,219204,532325,219202,0,219200,39,219202,1242000,219195,1512000,217687,112,S-GooglePlaySession1,
216483,23,216475,0,219215,466616,219212,66,219210,45,219213,1512000,219205,1512000,217788,112,S-GooglePlaySession1,
216586,23,216576,0,219226,574398,219223,66,219221,45,219224,1512000,219216,1512000,218225,112,S-GooglePlaySession1,
216686,23,216676,0,219344,586459,219341,65,219339,48,219342,1458000,219302,1512000,218237,112,S-GooglePlaySession1,
216840,23,216777,0,219415,638774,219412,68,219410,42,219413,1026000,219403,1026000,218248,112,S-GooglePlaySession1,
217107,23,217067,0,219513,766732,219510,85,219508,56,219511,1026000,219503,1512000,218293,112,S-GooglePlaySession1,
217119,23,217111,0,219614,936719,219611,51,219610,30,219612,1512000,219603,1512000,218342,112,S-GooglePlaySession1,
217132,23,217125,0,219718,923721,219715,79,219713,58,219716,1134000,219704,1512000,218443,112,S-GooglePlaySession1,
217189,23,217181,0,219817,750742,219815,68,219813,40,219815,1512000,219804,1026000,218543,112,S-GooglePlaySession1,
217288,23,217281,0,219935,1205005,219929,70,219927,41,219930,1026000,219916,1512000,218643,112,S-GooglePlaySession1,
217388,23,217382,0,220155,1107791,220152,0,220150,49,220153,1026000,220141,1350000,218744,112,S-GooglePlaySession1,
217492,23,217483,0,220189,1087984,220187,75,220184,67,220187,1026000,220156,1350000,218844,112,S-GooglePlaySession1,
217597,23,217583,0,220227,1049783,220224,64,220218,56,220225,1512000,220207,1350000,218945,112,S-GooglePlaySession1,
217691,23,217686,0,220378,94522,220374,24,220317,18,220375,1026000,220307,1026000,219195,112,S-GooglePlaySession1,
217795,23,217787,0,220427,0,220423,22,220420,15,220424,1026000,220408,1026000,219206,112,S-GooglePlaySession1,
218231,23,218224,0,220527,0,220521,16,220517,11,220522,1026000,220508,1026000,219216,112,S-GooglePlaySession1,
218243,23,218236,0,220718,0,220715,18,220709,3,220716,1026000,220609,1026000,219303,112,S-GooglePlaySession1,
218287,23,218247,0,220735,106326,220732,0,220726,3,220733,1026000,220718,1026000,219403,112,S-GooglePlaySession1,
218299,23,218292,0,220825,0,220821,0,220819,7,220822,1026000,220812,1026000,219503,112,S-GooglePlaySession1,
218348,23,218341,0,220939,0,220935,30,220932,5,220937,1026000,220913,1026000,219603,112,S-GooglePlaySession1,
218453,23,218441,0,221207,0,221204,62,221202,26,221205,1026000,221197,1512000,219704,112,S-GooglePlaySession1,
218564,23,218542,0,221225,292495,221222,75,221220,16,221223,1512000,221208,1512000,219804,112,S-GooglePlaySession1,
218653,23,218642,0,221255,81691,221252,60,221251,37,221254,1512000,221226,1512000,219917,112,S-GooglePlaySession1,
218751,23,218743,0,221333,0,221330,7,221328,10,221331,1026000,221318,1026000,220142,112,S-GooglePlaySession1,
218893,23,218843,0,221432,0,221429,15,221427,3,221430,1026000,221418,1026000,220157,112,S-GooglePlaySession1,
218950,23,218944,0,221532,0,221529,10,221526,3,221530,1026000,221518,1026000,220207,112,S-GooglePlaySession1,
219200,23,219194,0,221630,0,221627,36,221624,12,221628,1512000,221619,1026000,220307,112,S-GooglePlaySession1,
219211,23,219205,0,221734,0,221731,11,221726,3,221732,1026000,221719,1026000,220408,112,S-GooglePlaySession1,
219222,23,219215,0,221835,0,221831,20,221827,7,221832,1026000,221820,1026000,220509,112,S-GooglePlaySession1,
219340,23,219302,0,221957,0,221946,29,221935,5,221947,1026000,221921,1026000,220609,112,S-GooglePlaySession1,
219410,23,219402,0,222201,0,222198,68,222194,27,222199,1134000,222185,702000,220719,112,S-GooglePlaySession1,
219509,23,219502,0,222272,0,222269,57,222267,11,222269,1512000,222202,702000,220813,112,S-GooglePlaySession1,
